,sensor,agg,axis,feature_name,fi_all,fi_dynamic,fi_standing,fi_sitting,fi_laying,fi_walking,fi_walking_up,fi_walking_down
319,fBodyAcc,bandsEnergy(),"25,32.1","fBodyAcc-bandsEnergy()-25,32.1",0.00010161857087361311,0.0,0.002050977474015365,0.00016645431399413244,1.1794236985076678e-05,0.00027517867732270004,8.054035323206133e-05,0.00013796511737784292
320,fBodyAcc,bandsEnergy(),"33,40.1","fBodyAcc-bandsEnergy()-33,40.1",0.00016801976178875625,0.0,0.0001092388265646872,0.00020734469584756846,1.4591800351140876e-05,0.00011650703868706037,3.5064650449265835e-05,0.00010314945852115405
321,fBodyAcc,bandsEnergy(),"41,48.1","fBodyAcc-bandsEnergy()-41,48.1",7.911006407073855e-05,0.0,0.0002061925055236413,0.0003653114940245485,8.445496687022999e-05,0.00010546390564967394,0.00014357450974996825,0.0001604248621911704
322,fBodyAcc,bandsEnergy(),"49,56.1","fBodyAcc-bandsEnergy()-49,56.1",0.00015770422889668426,0.0,0.00031456480598696595,0.0001010018332585435,0.0,0.0001238529999735089,8.171229009064609e-05,4.989610847982914e-05
323,fBodyAcc,bandsEnergy(),"57,64.1","fBodyAcc-bandsEnergy()-57,64.1",0.0001483323249978933,0.0,0.0003511525808841388,0.0002104855455614024,7.616864235613164e-05,4.5565706058283435e-05,2.13742660532185e-05,0.00010193081757862753
324,fBodyAcc,bandsEnergy(),"1,16.1","fBodyAcc-bandsEnergy()-1,16.1",0.0008513958850277756,0.0,0.004636049561608952,0.00012700172845887865,4.147060107421237e-05,0.0003798003481417251,3.7299873931805886e-05,0.0007032937927498232
325,fBodyAcc,bandsEnergy(),"17,32.1","fBodyAcc-bandsEnergy()-17,32.1",0.00037338957792895,0.009755107074389669,0.0007407023973207561,7.89739432819589e-05,0.0,0.0030046292524865625,0.002136548268515318,0.0006385842895032166
326,fBodyAcc,bandsEnergy(),"33,48.1","fBodyAcc-bandsEnergy()-33,48.1",0.00015518054626198583,0.0,0.00023375362988117235,0.00011321009653050251,1.2377369951724198e-05,0.000436784174247265,4.733836116622828e-05,0.0002311356415331444
327,fBodyAcc,bandsEnergy(),"49,64.1","fBodyAcc-bandsEnergy()-49,64.1",0.0001255006034614268,0.0,0.000290070173693677,0.0004135013562839423,7.839991040010241e-06,0.00010380227845099027,0.00012436315544296178,5.583235876550685e-05
328,fBodyAcc,bandsEnergy(),"1,24.1","fBodyAcc-bandsEnergy()-1,24.1",0.00036015878816530344,0.0,0.00027637394139172434,0.0002910686562914756,0.0,0.00024229438319258372,0.0002556246811025835,0.0006176039317770381
329,fBodyAcc,bandsEnergy(),"25,48.1","fBodyAcc-bandsEnergy()-25,48.1",0.00017190589237590904,0.0,0.0019952205947184488,0.0001986540379974385,0.0,0.00022832002937277408,9.87174225023289e-05,0.00015678114349360517
330,fBodyAcc,bandsEnergy(),"1,8.2","fBodyAcc-bandsEnergy()-1,8.2",0.0004452764812781648,0.0,0.00033209617960726806,0.0006286751294554563,0.0005505888817940616,0.0003733339395547135,0.01670443862076249,0.0007741954367341479
331,fBodyAcc,bandsEnergy(),"9,16.2","fBodyAcc-bandsEnergy()-9,16.2",5.501444933282574e-05,0.0,0.0002034030346831497,0.00042719613166019633,0.0,0.0012864948432241476,0.0014774213886040363,0.00015131068191308637
332,fBodyAcc,bandsEnergy(),"17,24.2","fBodyAcc-bandsEnergy()-17,24.2",0.0013143231487442117,0.0,0.0005395718628918365,0.0003863978613643874,0.0,0.001280545785464915,0.0008338826397774261,0.0003349495487460571
333,fBodyAcc,bandsEnergy(),"25,32.2","fBodyAcc-bandsEnergy()-25,32.2",0.00021304233120930004,0.0,7.406256395199143e-05,0.00017598818022455405,0.0,0.00030382780737672787,0.00015871034656077216,0.0004363228520031464
